,id,curiosity_je,curiosity_ds,curiosity_st,curiosity_sc,curiosity_ts,lambda_,tau,beta,r2_guassian,r2_ucb
75,77,4.6,6.4,2.6,5.2,2.6,1.7869200357849002,-1.86423803979081,0.922903773922235,0.2390987953924875,0.2804267862705386
76,78,1.8,2.0,6.6,3.0,2.0,0.056940137922575,-1.7360057168341525,0.1332749111829035,0.058454254037936,0.0637500861020693
77,79,4.0,3.8,3.6,5.2,2.8,1.2554234431201956,2.079250951540697,4.999996895777055,0.0032997891565973,0.0967535868501047
78,80,5.6,5.2,4.4,3.6,4.4,0.5364856414343661,-1.994884049296434,2.6605085912653537,-3.7247875180002055e-05,0.1241710697133351
79,81,5.4,1.0,7.0,2.8,4.8,0.1971087475996329,-1.7737218692897552,1.8055822290466907,0.1587486515025723,0.2292063779500467
80,82,4.6,2.4,5.4,3.6,2.6,-0.7067349137405481,-1.2301315168803943,1.7621508741476302,0.0132799441074983,0.026848019655068
81,83,4.0,4.6,5.6,4.0,4.4,1.4932201818335396,-0.3452244104622853,-0.2179918965439343,0.082526217033915,0.0832753528728917
82,84,4.2,4.8,2.2,4.2,2.8,2.2675872894702347,-4.779575540613187,-4.998078005296044,0.0561523538754021,0.0847159918110938
83,85,4.6,5.2,3.0,4.0,2.0,-1.5584405888680093,-2.134242123071888,1.7640951806172742,0.109846950845124,0.1858247081572838
84,86,4.8,5.6,3.2,1.6,2.2,-0.7745470642094636,-2.696725102628078,3.3032711877677654,0.0020450305387765,0.0557483521500028
85,87,4.2,3.6,4.6,2.2,2.8,0.5268629544702293,-2.447225796725711,1.9373157184592324,0.02088881267299,0.16546003538788
86,88,4.8,4.2,4.2,1.6,3.6,-1.1786171498424003,-0.9999979470285042,4.999936239383389,-2.9206172627027627e-06,0.0450457296862675
87,89,4.4,4.8,4.2,5.6,4.4,1.3832260366984692,2.5797667332434844,4.803307526597188,0.0135593713559022,0.0497388723465397
88,90,4.6,4.6,7.0,2.0,2.2,1.9395311818153789,-2.005716550474879,-4.99998381872214,0.0439949017937155,0.062348698413108
89,91,6.6,5.6,4.4,5.2,2.8,-4.999938201058586,-2.2296441777777933,2.0747241546002537,0.1555381853137128,0.2560774157480827
90,92,5.0,4.8,5.4,5.0,5.6,-4.999987236461932,-3.12784554306659,1.6896987222624733,0.0863203193439711,0.1794406242706847
91,93,3.8,4.4,2.4,5.2,1.0,-0.4529429986404292,-2.237477684149436,-3.611605263475413,0.3887263218782549,0.3940996057236484
92,94,6.0,6.0,5.6,5.0,4.2,-4.703281327064794,-1.330802111001794,2.337197112873733,0.0107097940635371,0.0392099557736084
93,95,4.6,6.2,2.0,4.8,1.6,0.2617047522452639,-2.124583470339873,1.636203317838398,0.0847764478457819,0.162553587221396
94,96,3.2,3.8,3.4,4.2,2.6,-3.176784843041029,-1.454947379795625,0.0255947974744912,0.0669770875567368,0.0729771772562721
95,97,5.8,3.4,5.2,3.6,1.8,0.5367300108182046,-0.749358190746532,0.2974759090834435,0.1136256219183563,0.1170339955108095
96,98,5.8,5.2,6.0,4.4,3.2,0.0135829406366535,-2.379347643225088,1.1255251269402036,0.0949384586710658,0.1441910655215785
97,99,5.2,4.4,4.6,5.0,3.8,-4.999987509660277,-1.627521250262803,1.4200037675786747,0.0269273798080741,0.0421986804913268
98,100,5.4,1.0,6.4,4.2,3.8,0.7837385474394302,0.5168720744839671,3.1810997147642284,-4.734613734047599e-05,0.0537333166976522
99,101,4.2,4.0,5.8,6.6,1.6,1.03904618057355,-1.79823070412366,0.2691334661296491,0.3559599659987196,0.36503654204149
100,102,4.8,1.2,7.0,2.4,4.0,-0.3246594285939839,-1.5553470775349332,3.423616973487904,0.0170424903874119,0.0663639062315968
101,103,5.8,6.2,3.4,5.2,4.0,-2.5520494104400964,-1.685859545454563,1.940463776746597,0.096180871686662,0.1332941645624009
102,104,6.4,4.4,2.2,6.2,4.4,-4.999990334337529,-2.173789247931711,2.1818514187521307,0.0275063922138267,0.0979393347690381
103,105,4.0,3.6,3.2,4.6,1.2,1.7031628412858315,-0.623902813479864,1.523107112750849,0.033290656709521,0.0706910397030451
104,106,5.0,5.8,3.0,4.0,1.2,-0.7590032643057343,-1.773734059704816,1.4885038866390483,0.0580106260851679,0.0943644803052583
105,107,5.2,5.4,4.2,2.6,2.6,-2.655496633396204,-1.1554215199209503,-1.0312331668048464,0.0880934365464023,0.1057312915359921
106,108,4.8,4.6,2.0,6.2,3.0,0.4064622174250722,-0.160630953684076,-4.960316134904736,0.0172544805451487,0.0171261460757684
107,109,5.0,5.2,4.4,6.4,3.4,-0.8561335022331056,-2.1620539619636108,1.893848008460236,0.1963679665154976,0.2610823581860112
108,110,3.4,3.2,1.6,5.4,2.8,1.5537829177377571,-1.164718893256509,1.0270613253707388,0.2008725054508473,0.2290872277161195
109,111,5.8,4.2,3.6,5.6,4.0,1.1220055977761638,-0.8211628739136612,2.017559715818536,0.0776244236671863,0.1525356578881358
110,112,3.8,2.8,2.2,4.0,1.8,-2.364152773310664,-3.183192273903245,2.8168032367327664,0.0254161041459451,0.0590984686499241
111,113,3.6,4.8,2.4,5.0,1.8,-0.118249774765634,-1.717920097205225,-1.912123743497656,0.2679071835602445,0.2716959350554772
112,114,5.2,2.6,7.0,3.2,4.4,0.6453947696107367,2.5626423265464604,4.999991125982579,-4.77781617320705e-05,0.0389622085865827
113,115,4.0,5.8,3.8,2.6,2.4,1.311253691818996,-0.1360547796433635,2.3292807921317933,0.0759300082552552,0.1120917157458091
114,116,4.6,5.8,3.6,6.6,2.2,0.3469954011577742,-2.0674397311844444,1.7285489484921468,0.09836389919727,0.1705673169072287
115,117,5.2,4.4,6.4,3.4,1.8,-1.5385554975301574,-2.440119336113574,1.9529217702388064,0.2221092393180305,0.406776010752035
116,118,6.2,5.8,2.8,5.8,2.8,0.5363115990176304,-2.787376877302746,1.7813541362230547,0.0985874107862297,0.1908537950312135
117,119,5.8,1.8,6.2,1.4,5.2,0.9990512355234368,0.1970127172217385,2.785130214558698,0.0031955957067589,0.0564830485983498
118,120,4.8,3.4,4.6,5.0,3.0,0.4867229981383205,-1.860087992735355,0.5146999270713306,0.1072098641928643,0.1241393324363752
119,121,4.8,3.6,3.0,4.0,2.0,1.1645516591603249,-1.2648138527102746,0.2768792055270818,0.1826226299273745,0.1854424742763086
120,122,5.6,3.4,6.2,4.6,4.6,-0.2481602739730342,-3.4734293849718982,2.5265587014201403,0.0512422188507954,0.2115978132894712
121,123,4.0,4.4,4.8,2.8,3.4,0.8696193880813143,-1.5321891082349253,1.265202999828074,0.1356332230148831,0.181463594892986
122,124,3.4,3.6,4.8,2.8,3.0,-0.44278898155528,-1.000001291614831,4.999986848383156,0.0230756126131521,0.0665733136608075
123,125,4.6,3.8,2.0,4.0,1.8,-0.2329904980280264,-3.008747080338784,1.6924935342589769,0.1571389816135854,0.1930751593724313
124,126,6.0,3.2,5.0,3.6,5.0,0.3538239365127903,-0.6255389856280854,2.856501602325578,0.0078982390368274,0.0828718009918786
125,127,5.8,3.8,5.8,3.8,2.4,-0.1102864795321552,-2.272927204903226,0.8883937327305186,0.2024250234342155,0.2658344217455228
126,128,4.0,5.0,3.6,5.6,3.0,0.6734404993493386,-0.741726801520808,1.7745262799130246,0.0249929500316017,0.0746270749192854
127,129,5.2,5.2,3.4,4.0,3.0,1.806159132092288,-1.5395100054771045,1.2912710736583113,0.1205830292617342,0.1548040332159818
128,130,3.4,3.2,5.0,5.2,3.2,0.9350347225937408,-1.2068852301266089,-4.999993149505033,0.1041821509509332,0.1037438983705557
129,131,6.2,5.8,3.8,5.2,6.0,-3.081371054418616,-2.2246772161943325,1.513530007920694,0.0767732153672117,0.102018112422174
130,132,5.4,5.0,5.6,6.8,5.4,1.0173164381316786,-0.7722875108146178,-4.5333668273000685,0.0742540548745104,0.0733421851890037
131,133,7.0,6.2,5.2,6.0,6.2,-4.999995310386851,-1.7634077528381729,1.9758314797309533,0.0725515999742446,0.1478663293438858
132,134,5.6,4.2,5.4,3.4,3.6,-0.6353406560215328,-1.6018474911104794,0.7832131884882668,0.1409245048765667,0.1455162282010632
133,135,6.0,4.0,6.4,5.2,5.0,-4.191935409572954,-2.722714574006836,0.5025280862783713,0.2333141464933897,0.3906208479468247
134,136,4.4,4.8,3.4,5.4,2.2,-2.547084636030469,-1.1120678612850836,4.887926631945244,-2.524524509217585e-06,0.0450390061260022
135,137,6.0,5.0,4.6,4.8,5.0,1.094241471223684,-1.288017380777311,-4.99999360989513,0.0677400759813356,0.0671722927850337
136,138,5.4,5.2,4.6,5.6,4.2,-0.7214944618553807,-2.973149749895841,3.0268415867122376,0.0071411934322681,0.112048863782855
137,139,5.2,2.8,6.4,3.6,3.0,0.2310873955049612,-2.269989611962367,1.6135799421138324,0.0653765021864023,0.1791716075147923
138,140,5.4,5.2,5.4,6.8,4.0,1.6919621998354593,-1.5630504979547946,-2.863150330075364,0.1123270476117845,0.116072475824407
139,141,6.4,6.6,3.8,2.0,1.8,1.4123678337691132,-0.7859973189636078,2.02143072446738,0.1144930976824032,0.1834944706476284
140,142,5.2,4.2,4.2,3.0,2.8,1.0709430982979682,-2.527334235844004,1.172772652514862,0.0441935024041827,0.2379461003543859
141,143,1.4,2.6,4.6,2.8,1.0,0.3652610377120511,-1.9839929697165688,-4.999996013013638,0.1581896579228886,0.1577581731153861
142,144,4.6,4.6,3.0,4.6,1.2,2.4009116441510647,-4.887955722296283,1.1120137351311528,0.0050390792888096,0.0605621206780332
143,145,6.4,4.8,2.6,5.4,1.8,-1.4447660150296766,-2.172624157222021,0.6947180504575131,0.4702536205441064,0.4843912191878086
144,146,5.0,4.8,4.4,3.0,5.2,1.32487595677251,-4.495931339872902,-4.084749797058388,0.0424754415341193,0.0586658365702928
145,147,5.8,4.2,5.4,5.2,4.0,-4.999966387589071,-2.191049408260997,2.2253412118572884,0.0472229328340423,0.1119265815812092
146,148,5.6,5.4,6.0,4.2,4.0,1.73247809138196,-0.1543377049406007,-2.996073189878759,0.0258416009097742,0.0254333967354249
147,149,4.6,4.2,2.8,6.0,2.8,1.4816952938083583,2.250699916082982,4.904309179014785,0.0011910790060989,0.0802417715215745
148,150,6.6,6.0,5.2,4.6,4.6,-4.193881424834185,-2.217521718995439,1.950986624003244,0.3685179530316513,0.4955912605572008
149,151,5.4,4.4,5.2,4.2,3.2,-4.999886983048021,-2.0014030371149976,1.7286650367007206,0.098986388988061,0.1311131525927145
150,152,6.0,6.4,2.2,2.6,4.0,1.369304067728275,-1.2316240099036613,1.1838976361978468,0.2709823282989145,0.3032019229979247
151,153,6.2,5.6,3.2,5.8,2.6,-0.6289847705872662,-2.3339847722974185,1.4522061865730682,0.0396124339609234,0.0666644130625927
152,154,5.4,6.2,4.0,2.2,4.2,-0.1584484144645738,-1.770746315059475,-3.85142692405233,0.2952129296740186,0.2911643353604916
153,155,5.2,3.8,3.8,4.0,1.6,0.4271278814502676,-2.1612410114071854,1.2761457721877585,0.1285262418210255,0.1674373952399394
154,156,5.6,3.8,5.8,5.6,3.0,-0.727345215569316,-2.5234988804440124,3.1500089959306066,0.0434498000940852,0.0756790027734706
155,157,3.8,4.2,5.4,3.2,3.0,-1.588226492338854,-2.252693769600138,1.3609689208635691,0.3718236461421055,0.4556585203557038
156,158,4.6,4.8,2.6,6.0,4.8,1.6957244383403605,-0.7840251484120121,2.096315159577641,0.0037627229298617,0.0800601877906954
157,159,5.0,5.2,3.2,6.0,3.2,0.2651799410744789,-2.501455189284031,1.5674378548401746,0.0883562137445834,0.2188871503853422
158,160,6.4,3.8,6.8,4.8,5.2,0.448527667776059,-1.8058596138648264,0.6352383420925353,0.1318666718104475,0.1633588484360831
159,161,6.4,6.0,2.6,4.6,3.2,0.6257142441752337,1.6168372323081872,4.247894344603488,0.0004289293223272,0.0505531647837357
160,162,5.2,5.0,3.0,5.0,3.6,1.2610922967449,-0.6648314031586893,-0.1197512592812958,0.0337724768505666,0.0371870115193794
161,163,5.4,1.0,7.0,3.8,3.8,0.449039489393827,2.6057898740685594,4.997575323075369,-2.8946923336548025e-05,0.0324968158510281
162,164,6.2,3.6,6.8,4.0,3.6,0.3603341445073116,-1.256590712070959,0.7100907902384175,0.1811960776140159,0.1899644822738811
163,165,6.0,2.2,6.8,2.4,4.8,-4.999947870095329,0.5172854008460043,4.999997496520819,-3.8715376340370256e-06,0.0284392736756491
164,166,6.0,5.8,6.0,3.4,3.4,1.341607479763874,-0.4116924665912573,2.457941986104692,0.0243419435297709,0.1365059875503688
165,167,5.0,4.4,4.0,3.8,3.6,1.041740523545147,-1.0661373220143588,-1.02601035002123,0.1941205934500749,0.1950662097330205
166,168,3.8,6.0,2.6,3.4,1.4,2.067353425259244,-4.492944528033382,-4.159021048574831,0.0544509124765691,0.0707551141716398
167,170,5.4,3.6,5.6,2.6,4.0,1.1565521687414797,-2.13850619278491,-4.999993787287948,0.4050389590143399,0.4046449294611927
168,171,6.0,6.2,3.6,6.4,3.2,0.56296712232524,-2.778873962104982,-0.0553195150662317,0.4293956636436362,0.4866411893094395
169,172,4.6,3.6,4.8,4.0,3.4,0.041628980686826,-1.9851927214193608,1.22972694236358,0.2067512177806486,0.2673907822585484
170,173,4.8,4.0,5.2,3.0,2.8,-4.365713501823413,-1.8368011801834825,2.41075798584185,0.0221575767106229,0.0724127255555014
171,174,6.2,5.8,5.4,4.2,3.0,2.3079937622388385,-4.106148112634932,1.8937400009382048,0.0934621597218112,0.2143339229514284
172,175,4.2,4.0,2.4,4.6,2.2,0.902916376115778,-1.0635193909003509,-0.5395406460175284,0.1929931706931063,0.1939459467517871
173,176,4.4,4.2,4.4,4.2,3.8,-0.8364936880756746,-1.786435541262913,-4.999974091333548,0.0615563875871469,0.0624437067766189
174,178,5.4,3.8,4.2,5.8,3.0,0.2504963034625238,-2.244801101632108,1.832666451271208,0.0795598240254898,0.1734522194126667
175,179,6.4,5.2,4.6,4.8,4.0,1.0735341497158988,-2.1012660412581967,0.4369741170138719,0.4567655367021992,0.498360372288628
176,180,6.0,5.2,5.0,6.4,6.4,1.473792929252277,-1.6883528556894487,-4.999863984756686,0.2694296710021763,0.2694069846423823
177,181,6.8,5.4,5.4,6.0,5.0,1.051153079379754,0.5224913273180364,2.9537841284693496,0.0083847758768723,0.0658473216734321
178,182,2.8,4.0,6.2,2.0,2.4,1.0370457346385182,-0.5761418777668905,-4.197949210830467,0.0787044257433378,0.0771984220389074
179,183,4.2,3.0,5.0,3.8,3.2,1.166643485907651,-0.4175882128058568,-4.999938689824746,0.0556607847855369,0.055606082896217
180,184,3.0,5.6,2.6,6.0,3.0,0.8102785471948869,2.137231299766359,4.999997928253313,0.0447585020989036,0.0935423455186205
181,185,3.8,5.2,2.6,4.8,1.0,1.1788365319077412,-1.5152536058683517,1.7953344083505909,0.0527820148569865,0.2115814854132188
182,186,4.8,4.0,5.2,6.4,2.4,0.5415764499634108,-1.4282833944961206,1.3946661750763694,0.1074766665473428,0.1401654161489665
183,187,4.6,5.8,5.8,3.8,2.8,0.3769950237119849,-1.1868759077569184,-4.999918321123005,0.1510132553567448,0.1509563570989138
184,188,4.6,2.8,4.4,1.4,2.6,-2.9194913874674167,-0.8407275847695979,1.1999024621505208,0.0261499938679002,0.0298898538276102
185,189,5.2,4.6,2.8,7.0,3.4,0.6033453284948054,0.4068580139546553,-4.899894455974394,0.0252649647185091,0.0251859793856445
186,190,5.0,3.8,3.8,3.4,3.8,0.2519146759737202,-0.4668743499515277,0.5638171797783209,0.044200999834172,0.0450787140567843
187,191,5.8,4.0,6.4,5.8,6.2,0.9110088750160404,-1.5935578308194305,-1.3401273460253202,0.1463226409385726,0.1574476176851217
188,192,5.6,3.4,6.0,5.4,4.4,0.8145951511158569,-1.4158515050591811,-0.3617350018923174,0.2256246437141225,0.2288867204260911
189,193,6.8,4.6,3.6,5.8,3.8,-2.558780611604674,-0.2784155003328458,1.732606433060794,0.0233684293745444,0.0412767423932475
190,194,4.2,5.8,5.4,5.0,5.8,-4.999972561706497,-0.540321427208462,1.83721128616024,0.0008437870969211,0.0051735333914093
191,195,4.8,4.8,6.6,2.6,5.2,0.906371765868008,-0.8709107428262932,-3.228148861934484,0.0659117485255641,0.0685042351648536
192,196,5.2,5.8,3.0,5.0,2.0,-4.999993400694787,-2.6792508423646786,2.349439417798526,0.042590822675998,0.1165057281236051
193,197,4.2,4.8,3.2,4.2,2.8,-1.0821157247709563,-1.3991733103369086,-2.4936678167026494,0.2033053859638841,0.2212365268812225
194,198,6.2,5.6,5.6,7.0,6.2,0.1027290671910387,-1.6474150452382634,-3.768035539641113,0.4082411043388927,0.4172579705926985
195,199,5.2,6.0,6.2,3.0,5.8,1.4824937222257069,-0.5757358849728196,1.34373938989693,0.1003477479328871,0.1122744614545392
196,200,3.8,4.2,3.2,5.6,3.4,1.4355151248481866,0.1098834724501452,2.417315324909631,0.0104609260497843,0.0575881672547863
197,201,3.6,6.0,3.6,5.8,2.2,-4.999997838031564,-2.943679360346441,0.9688381387915834,0.1032923533445395,0.1558024710853681
