,x,y,genre,book_index,embeddings,mds,isbn,description
0,-7.0,-7.0,Science Fiction,1,"[-0.035935595631599426, 0.06197577714920044, 0.019114041700959206, -0.07048448920249939, 0.008152402937412262, -0.021091829985380173, -6.527229561470449e-05, -0.02007315307855606, -0.07429113239049911, 0.03718521073460579, -0.03382996842265129, -0.04036331921815872, 0.0918915718793869, 0.038935933262109756, -0.027645019814372063, -0.055290818214416504, 0.030953478068113327, -0.11494211107492447, 0.05276430398225784, -0.0033395930659025908, -0.1342555433511734, 0.14167800545692444, -0.0019749461207538843, 0.08618651330471039, 0.011561516672372818, -0.007046265993267298, -0.03751317039132118, -0.01401270180940628, -0.04732503741979599, 0.07576283812522888, 0.018977900967001915, 0.07821695506572723, 0.0020800926722586155, 0.03686726093292236, -0.07542478293180466, 0.02469637617468834, 0.06624794751405716, -0.01899329200387001, -0.026350459083914757, -0.08971817046403885, 0.010012149810791016, -0.08271366357803345, 0.053837910294532776, 0.03197738155722618, -0.08112495392560959, -0.08918250352144241, 0.010772964917123318, -0.012276866473257542, 0.0038637854158878326, 0.03919430077075958, 0.041558440774679184, -0.020733820274472237, 0.011491617187857628, -0.05766542628407478, -0.00844224076718092, -0.03849506005644798, 0.02702437900006771, -0.05573904886841774, 0.031503062695264816, -0.04046398773789406, 0.00525423651561141, -0.05068739503622055, -0.003121888032183051, -0.016181757673621178, -0.04963334649801254, -0.04896194860339165, 0.03135612979531288, 0.059893324971199036, -0.0759090706706047, 0.018421081826090813, -0.02560560218989849, -0.014356388710439205, 0.024555031210184097, 0.02657635137438774, -0.0011175664840266109, 0.08885589241981506, 0.12378522753715515, -0.004182539414614439, 0.0379989817738533, -0.032788101583719254, 0.045082781463861465, 0.0428529791533947, 0.008429746143519878, 0.04681587964296341, -0.07263403385877609, -0.025041889399290085, -0.00528829637914896, -0.017106782644987106, 0.11122133582830429, 0.0013565931003540754, -0.01691112294793129, -0.04690563306212425, 0.014678175561130047, 0.07313939929008484, -0.02612284943461418, 0.05144774913787842, 0.009350880049169064, 0.031184595078229904, 0.03438873589038849, -0.02534785121679306, 0.09328824281692505, -0.011739335022866726, -0.04574112221598625, -0.042839039117097855, -0.10398928821086884, 0.010991443879902363, -0.05278301239013672, -0.046888407319784164, -0.02318919450044632, -0.04054730385541916, -0.0537046454846859, -0.014898598194122314, -0.07828734070062637, -0.016191557049751282, -0.0516173392534256, 0.05210913345217705, -0.04485762119293213, -0.042953625321388245, -0.030238613486289978, -0.061074286699295044, -0.025165239349007607, -0.055943410843610764, -0.08999884873628616, -0.011604792438447475, 0.02626025304198265, 0.019421391189098358, 0.002054900163784623, 5.088936184584431e-33, -0.03554074838757515, -0.014935404993593693, -0.05138339847326279, 0.07096424698829651, -0.015329667367041111, 0.04110211133956909, -0.05433189123868942, 0.07106956094503403, -0.02268843725323677, -0.04491884633898735, -0.07036006450653076, 0.06024950370192528, 0.01402385625988245, 0.03746838867664337, 0.005800148006528616, 0.0014360538916662335, -0.04373401403427124, -0.015193209983408451, 0.07064779102802277, -0.08001460134983063, -0.03426609933376312, -0.01876630075275898, -0.004320329520851374, 0.008410707116127014, 0.0602482408285141, 0.012137618847191334, -0.02048330195248127, -0.012221766635775566, 0.06439192593097687, 0.0020698539447039366, -0.007935154251754284, -0.0053242468275129795, 0.032714590430259705, -0.018087787553668022, -0.00025974775780923665, 0.05252453312277794, 0.012682746164500713, -0.05924146622419357, -0.03149109706282616, 0.0006390275666490197, -0.010869070887565613, 0.10358397662639618, -0.05935399979352951, 0.050038207322359085, 0.06954863667488098, 0.012480988167226315, 0.02209337428212166, -0.005141479894518852, -0.05033594369888306, 0.0825120061635971, -0.04229166731238365, 0.006925318855792284, -0.022873450070619583, -0.0864953100681305, 0.014287415891885757, 0.016911210492253304, 0.0009883895982056856, 0.04860605672001839, -0.10027039796113968, -0.012871960178017616, -0.04253101348876953, -0.04159431532025337, 0.09288591891527176, 0.03777095675468445, 0.03752291575074196, 0.023954100906848907, 0.08108984678983688, -0.043977756053209305, -0.13957209885120392, 0.01966395415365696, -0.028334908187389374, 0.01115455012768507, -0.024451030418276787, -0.02331680618226528, 0.04563811048865318, -0.006486343219876289, 0.16515186429023743, 0.02085253968834877, 0.06945125758647919, -0.07174409180879593, -0.0036040404811501503, -0.09825717657804489, -0.024275140836834908, 0.06123979389667511, 0.11230143159627914, -0.04358119145035744, -0.03605903312563896, -0.03443904593586922, 0.03257230669260025, -0.008847746066749096, -0.07987457513809204, -0.05277429521083832, 0.010123791173100471, 8.274825813714415e-05, -0.08372849225997925, -7.10767802012481e-33, 0.028188427910208702, 0.03795521333813667, -0.04743686690926552, -0.022107964381575584, 0.03862619400024414, -0.012456455267965794, 0.020711814984679222, -0.001714062294922769, -0.05753407999873161, 0.10827942937612534, 0.002636456862092018, 0.07709774374961853, 0.03351621329784393, -0.010232269763946533, -0.027264371514320374, -0.11418578773736954, 0.06061459705233574, -0.015736378729343414, -0.034276820719242096, -0.030996138229966164, 0.09364928305149078, 0.028469998389482498, -0.005712455604225397, -0.030252333730459213, -0.02694588527083397, 0.06589647382497787, -0.03320416435599327, -0.012365692295134068, -0.07173167914152145, 0.03896838799118996, 0.08339369297027588, 0.04259537532925606, -0.012549594976007938, -0.04929057136178017, 0.0452440120279789, 0.04407045990228653, 0.09831533581018448, 0.05525384470820427, -0.02595331519842148, 0.018808800727128983, -0.08928190171718597, 0.1096532866358757, -0.05541353300213814, 0.06116531789302826, -0.0553223080933094, -0.02833087369799614, -0.023077264428138733, -0.015438256785273552, -0.023584725335240364, 0.06761864572763443, -0.019149919971823692, 0.013434221036732197, -0.016589287668466568, -0.004693077877163887, -0.14924296736717224, 0.026881486177444458, -0.01952494867146015, 0.018587134778499603, 0.05553760752081871, 0.010534100234508514, 0.008077839389443398, 0.0016967656556516886, -0.05238495394587517, 0.025167889893054962, -0.03302375227212906, -0.03985288739204407, 0.05411630868911743, 0.11860955506563187, -0.0753399059176445, 0.08808748424053192, 0.04930000752210617, -0.03071686625480652, -0.09714158624410629, 0.04261268675327301, 0.009416112676262856, 0.052743054926395416, -0.027479926124215126, -0.06167808547616005, -0.040697112679481506, -0.002166023012250662, 0.04050831496715546, 0.032482970505952835, 0.03194044157862663, 0.05248395353555679, 0.0511002279818058, -0.009481496177613735, -0.04170183464884758, 0.041267022490501404, 0.027239292860031128, -0.02301269955933094, -0.03456095606088638, -0.12274514883756638, 0.010055642575025558, 0.04245331510901451, -0.00653426069766283, -5.910002442988116e-08, -0.007669143378734589, 0.1031007245182991, -0.005475594662129879, 0.08366478979587555, -0.04397958889603615, -0.02744254097342491, -0.01138798426836729, 0.04560627043247223, 0.067696712911129, 0.059061646461486816, -0.042954523116350174, -0.017050957307219505, -0.009975915774703026, 0.00530433701351285, 0.02122996561229229, 0.023078562691807747, -0.02548460103571415, -0.12699651718139648, -0.08343459665775299, 0.0613676942884922, 0.04861349239945412, 0.03842167928814888, -0.009730587713420391, -0.0022352179512381554, -0.009348065592348576, 0.020167650654911995, -0.006049425806850195, -0.030830983072519302, 0.03931444138288498, -0.011799429543316364, -0.018864132463932037, -0.017162995412945747, -0.07508359104394913, 0.025719644501805305, -0.012824189849197865, 0.03745478764176369, -0.03478819504380226, -0.039877645671367645, -0.044309101998806, -0.004969288595020771, -0.12547944486141205, 0.08604774624109268, 0.023436766117811203, 0.02348000928759575, 0.02036179229617119, 0.017321685329079628, -0.09367654472589493, -0.04423103854060173, 0.002081645419821143, -0.0866798385977745, 0.0013516220496967435, 0.014496357180178165, -0.02434464916586876, 0.05084233358502388, 0.01009665708988905, -0.05775130167603493, -0.07073891162872314, 0.07970666885375977, 0.007657009642571211, 0.05137430131435394, -0.04550003632903099, -0.07866117358207703, -0.06957396864891052, -0.03228730708360672]","[-0.7137714960738535, -0.9004126172758066]",1480597333,"In the twentieth century Earth sent probes, transmissions and welcoming messages to the stars. Unfortunately, someone noticed.The Galactics arrived with their battle fleet in 2052. Rather than being exterminated under a barrage of hell-burners, Earth joined their vast Empire. Swearing allegiance to our distant alien overlords wasn't the only requirement for survival. We also had to have something of value to trade, something that neighboring planets would pay their hard-earned credits to buy. As most of the local worlds were too civilized to have a proper army, the only valuable service Earth could provide came in the form of soldiers...someone had to do their dirty work for them, their fighting and dying."
1,-6.0,-7.0,Science Fiction,2,"[-0.012506712228059769, 0.0008930209442041814, 0.070493184030056, 0.020889678969979286, 0.054282046854496, -0.0320393443107605, -0.0636758953332901, -0.02961502969264984, 0.0392381027340889, 0.0066410549916327, -0.01130581833422184, -0.060131799429655075, 0.1008039265871048, -0.0006005065515637398, 0.016983726993203163, -0.07145357877016068, -0.05614137277007103, -0.07730060815811157, 0.0007520468789152801, 0.043558910489082336, -0.03584444150328636, 0.13647660613059998, -0.04199682176113129, 0.06917606294155121, 0.021873312070965767, 0.0073798648081719875, -0.027696965262293816, 0.011926673352718353, -0.07286778837442398, -0.015556033700704575, 0.030223842710256577, 0.09442457556724548, -0.08113420754671097, 0.023552117869257927, 0.016325727105140686, -0.018932083621621132, 0.012330219149589539, -0.04105870798230171, 0.0487557090818882, 0.00594095466658473, -0.00308341346681118, -0.05702103301882744, 0.06098407134413719, -0.05292091891169548, -0.05527167767286301, -0.007970581762492657, -0.026996636763215065, 0.022490212693810463, 0.05659107863903046, 0.026942787691950798, 0.06809293478727341, 0.04518938437104225, 0.0020448656287044287, 0.07923191040754318, 0.008488778956234455, 0.02064361982047558, -0.006668515503406525, -0.10735113173723221, 0.07477651536464691, -0.06987065076828003, 0.03934178873896599, 0.022941123694181442, -0.053116414695978165, 0.01074556540697813, -0.02382546104490757, -0.02822420746088028, 0.05900289863348007, 0.06030327081680298, 0.06898149102926254, -0.05387634411454201, 0.013293730095028877, -0.009432205930352211, 0.011455278843641281, 0.00951638538390398, 0.021143561229109764, 0.0855175331234932, 0.09957300126552582, -0.031197909265756607, 0.05607118457555771, -0.05819815769791603, 0.06574173271656036, 0.010018646717071533, -0.014309713616967201, 0.0831969752907753, 0.01710696890950203, 0.010488878935575485, -0.0024699876084923744, 0.025173775851726532, 0.0873921662569046, 0.030395174399018288, -0.07152551412582397, 0.030004648491740227, 0.011486834846436977, -0.012273403815925121, -0.045393429696559906, 0.02842036820948124, 0.009463842958211899, 0.062408190220594406, -0.04185539484024048, 0.04178544133901596, 0.011520949192345142, -0.038227636367082596, -0.040224239230155945, -0.020956451073288918, 0.01767706498503685, -0.029626913368701935, 0.018217219039797783, 0.0240191537886858, -0.033968016505241394, -0.07963484525680542, 0.06398220360279083, -0.015456640161573887, -0.015050661750137806, -0.06731570512056351, 0.027207382023334503, 0.016373949125409126, 0.02647513337433338, -0.0010973926400765777, -0.1862090677022934, 0.12268488109111786, -0.04279071092605591, 0.0024583814665675163, -0.08467184007167816, -0.05803467705845833, 0.060274168848991394, 0.04919876530766487, -0.05005846172571182, 8.642595931758336e-33, 0.03251756727695465, -0.012333677150309086, -0.00132461148314178, 0.010961796157062054, -0.0056423912756145, -0.02326962910592556, -0.06848891079425812, 0.01848960854113102, 0.033792611211538315, -0.01929442770779133, -0.10100170969963074, 0.056224074214696884, -0.013588467612862587, 0.01499735563993454, 0.025691885501146317, -0.061859380453825, 0.007994870655238628, -0.011627727188169956, -0.0582975335419178, -0.03800657391548157, -0.03879280388355255, 0.03771107643842697, -0.006858764681965113, -0.04320472851395607, 0.04020434617996216, 0.026039574295282364, -0.009125838987529278, 0.060581762343645096, 0.010264083743095398, 0.04481329396367073, -0.0780908390879631, -0.025878269225358963, 0.024057988077402115, -0.07290878146886826, 0.007449334487318993, 0.038945067673921585, -0.07236877828836441, -0.025239674374461174, -0.03219469264149666, -0.06087517365813255, -0.08295838534832001, 0.12381725013256073, -0.11405892670154572, 0.12270566076040268, 0.025925954803824425, 0.03262080252170563, 0.020506838336586952, -0.04821227863430977, -0.0037631888408213854, 0.017432337626814842, -0.0031949880067259073, 0.011498941108584404, 0.034503161907196045, 0.008856840431690216, 0.04942753538489342, 0.06855986267328262, 0.021837541833519936, -0.015037518925964832, -0.036009348928928375, -0.06180946156382561, 0.03138335049152374, 0.024173906072974205, -0.08972727507352829, 0.04185543581843376, 0.03707171604037285, 0.0027953132521361113, 0.008177647367119789, -0.0012959622545167804, -0.01237869169563055, -0.054496053606271744, -0.005467044189572334, 0.028587736189365387, 0.000369279965525493, -0.007443602662533522, 0.03295288234949112, -0.00933051761239767, 0.05014747753739357, -0.023965872824192047, 0.004074153024703264, -0.07174403965473175, -0.046898555010557175, -0.1086537092924118, 0.007543318904936314, 0.022292230278253555, 0.034648407250642776, -0.031127868220210075, 0.02250569686293602, -0.020702850073575974, -0.010671930387616158, -0.04938625171780586, -0.022804562002420425, -0.04052215814590454, 0.09718557447195053, 0.0053048026748001575, -0.09348966926336288, -7.031827777770063e-33, 0.008019539527595043, -0.005993143189698458, -0.00751086650416255, -0.004537087399512529, 0.020699575543403625, 0.04029504582285881, -0.04528805986046791, 0.08511396497488022, -0.10768494755029678, 0.05602299049496651, -0.10160579532384872, 0.08759382367134094, -0.06540064513683319, -0.012159104458987713, 0.026039617136120796, -0.04682224243879318, 0.13476616144180298, -0.016477245837450027, -0.008008187636733055, 0.03926485404372215, 0.04113839194178581, -0.019672654569149017, 0.021019332110881805, -0.040559519082307816, -0.0411875918507576, 0.05694959685206413, 0.009162789210677147, -0.034134648740291595, -0.03762008249759674, -0.058686286211013794, 0.0888688713312149, -0.03615620359778404, -0.023553159087896347, -0.02641354128718376, 0.1039886474609375, 0.003417735453695059, 0.05433119460940361, -0.010760157369077206, -0.03074638545513153, -0.06487710028886795, -0.039917271584272385, 0.10192600637674332, -0.057443249970674515, -0.006804837845265865, -0.009660333395004272, -0.023185566067695618, 0.04819761589169502, -0.0012471842346712947, -0.06446458399295807, 0.06975983828306198, -0.006595375016331673, -0.05257498472929001, -0.022035224363207817, 0.033534545451402664, -0.039323847740888596, -0.030189616605639458, -0.011169636622071266, -0.027170345187187195, 0.020658891648054123, 0.007631693966686726, 0.014129608869552612, -0.013485646806657314, -0.060908205807209015, 0.022029787302017212, 0.0035819229669868946, -0.03646383434534073, -0.03661724179983139, 0.1099945604801178, -0.024528326466679573, 0.06968345493078232, 0.008133088238537312, -0.05702776089310646, -0.14770470559597015, -0.025257393717765808, 0.03252347931265831, 0.03489367663860321, -0.08072853088378906, -0.12378149479627609, 0.0031980318017303944, -0.027366098016500473, -0.026973681524395943, -0.02691679075360298, -0.04679187014698982, 0.08134756237268448, -0.010356929153203964, -0.05077096074819565, 0.020772427320480347, 0.037406254559755325, 0.03401707857847214, 0.0620504766702652, -0.024085378274321556, -0.10308410227298737, 0.06355869024991989, 0.036281783133745193, 0.0019443577621132135, -5.3513879549882404e-08, 0.03908483311533928, 0.06367243826389313, 0.003240611869841814, 0.10660774260759354, -0.03704304248094559, -0.06858478486537933, 0.011104281060397625, -0.031233038753271103, 0.1311512291431427, 0.05059901252388954, 0.07714282721281052, -0.018671007826924324, 0.008157324977219105, -0.018609624356031418, 0.014514133334159851, 0.06420545279979706, 0.00995081476867199, -0.10663799941539764, -0.08125411719083786, -0.05514055863022804, 0.02620639279484749, 0.04425970837473869, 0.01227949932217598, 0.011244779452681541, 0.04931356757879257, 0.027515750378370285, -0.07711489498615265, 0.016263948753476143, -0.06768860667943954, 0.0574568472802639, -0.041261136531829834, 0.007505899760872126, -0.1058206558227539, 0.014426709152758121, -0.053260438144207, 0.047097958624362946, 0.07855496555566788, -0.06556843221187592, 0.07095765322446823, 0.060357704758644104, 0.0049134306609630585, 0.04091114550828934, 0.03190869092941284, 0.05762579292058945, -0.015471845865249634, -0.045942798256874084, 0.06930457055568695, -0.033418554812669754, 0.02601548843085766, -0.10066352039575577, 0.05277262255549431, -0.06122596561908722, -0.028976162895560265, 0.051557861268520355, -0.07622697204351425, -0.07428871095180511, -0.016543205827474594, 0.08871564269065857, -0.0010773788671940565, 0.0025543118827044964, 0.05339134857058525, -0.03478404879570007, -0.05765433609485626, 0.014843682758510113]","[-0.5971301432626743, -0.892162310285897]",1548258261,"The Galaxy is a Dumpster Fire A hot, stinking, dumpster fire. And most days I don’t know if the legionnaires are putting out the flames, or fanning them into an inferno. A hostile force ambushes Victory Company during a reconnaissance-in-force deep inside enemy territory. Stranded behind enemy lines, a sergeant must lead a band of survivors against merciless insurgents on a deadly alien world somewhere along the galaxy’s edge. With no room for error, the Republic’s elite fighting force must struggle to survive under siege while waiting on a rescue that might never come.When you think you’ve surrounded the Legion... you’ve just made your last mistake."
2,-5.0,-7.0,Historical Fiction,3,"[0.023538360372185707, 0.014585901983082294, -0.054627008736133575, -0.10177210718393326, -0.06963040679693222, -0.010166454128921032, 0.03823043778538704, 0.07440172880887985, -0.08398322016000748, -0.009935862384736538, 0.011678650043904781, 0.017198769375681877, -0.00099076796323061, 0.022250132635235786, -0.03879981487989426, -0.0470881462097168, -0.021750707179307938, 0.022801661863923073, -0.022865012288093567, 0.04365096986293793, 0.035647518932819366, -0.0589962862432003, 0.005450583528727293, -0.07366656512022018, -0.05415090546011925, -0.024637099355459213, 0.03318098932504654, 0.008955075405538082, 0.01496377494186163, 0.0012677344493567944, 0.09283863008022308, -0.027563417330384254, -0.00424623629078269, -0.024326886981725693, -0.012757844291627407, 0.008735976181924343, 0.05479150265455246, -0.006316015962511301, 0.09798555076122284, -0.03458832949399948, 0.03931564465165138, 0.04138148948550224, -0.04217079281806946, 0.038431067019701004, -0.024975024163722992, -0.02643449977040291, 0.010144445113837719, -0.010318133048713207, 0.033019885420799255, -0.03505190089344978, -0.053398653864860535, 0.03349589556455612, -0.027082128450274467, -0.06024383008480072, -0.02897081896662712, 0.10268386453390121, -0.018039749935269356, -0.016883010044693947, 0.025719769299030304, -0.07131052762269974, -0.03052682988345623, 0.09087329357862473, 0.047292452305555344, -0.022514699026942253, 0.04048570990562439, -0.026619041338562965, -0.04202975705265999, 0.015036926604807377, -0.0828641951084137, 0.099371537566185, 0.029865199699997902, -0.03395718336105347, -0.008733289316296577, -0.022479748353362083, -0.04191466420888901, -0.025845758616924286, 0.006971586961299181, -0.030951915308833122, 0.011152424849569798, 0.022979406639933586, 0.030249476432800293, 0.062453895807266235, -0.028000373393297195, 0.06531139463186264, -0.02192593924701214, -0.0619824044406414, 0.07733076065778732, -0.11643064767122269, 0.1257719248533249, -0.051952969282865524, 0.02256261371076107, -0.03430773690342903, 0.06383991241455078, 0.013828334398567677, 0.019373271614313126, 0.1376814991235733, -0.04454891011118889, 0.024129042401909828, -0.11334595829248428, 0.0669993907213211, -0.023618917912244797, -0.0804784893989563, -0.04373953863978386, -0.03354325518012047, -0.006210613995790482, -0.02431296557188034, 0.0048799519427120686, 0.05167817696928978, -0.021452533081173897, 0.0022918269969522953, -0.06522975116968155, -0.08292597532272339, 0.022509576752781868, -0.02730969898402691, 0.05206276848912239, 0.05380922183394432, -0.06953621655702591, 0.03197432681918144, -0.11865527182817459, -0.01729007065296173, 0.028295807540416718, 0.01295421551913023, -0.02425394207239151, 0.10514357686042786, 0.03724979981780052, -0.017601843923330307, -0.020761411637067795, 6.665645124441597e-33, -0.05036817863583565, -0.03882421925663948, -0.01230630837380886, -0.025314567610621452, -0.04931725189089775, 0.012772132642567158, 0.019798291847109795, -0.023076796904206276, -0.014585503377020359, -0.008795934729278088, -0.08166646212339401, -0.05686140060424805, -0.07975560426712036, 0.0856635794043541, 0.007964784279465675, -0.00336439348757267, -0.025578005239367485, -0.0018734686309471726, 0.002959958976134658, -0.018824879080057144, 0.017429044470191002, 0.034902412444353104, 0.0678304061293602, -0.08774575591087341, 0.13271711766719818, -0.0852140411734581, 0.02801545150578022, 0.048478540033102036, -0.03437027707695961, -0.019837386906147003, -0.028396934270858765, 0.010292716324329376, -0.01819181814789772, 0.018606945872306824, -0.004425044637173414, 0.02581997960805893, -0.0902477353811264, -0.005531276576220989, -0.0782516673207283, 0.008737774565815926, -0.0727689266204834, 0.14380672574043274, 0.020847676321864128, 0.010558277368545532, 0.06503905355930328, 0.00028132571605965495, 0.11863711476325989, 0.0073723942041397095, -0.043491430580616, -0.026510480791330338, -0.04687383398413658, -0.016997868195176125, 0.06574590504169464, -0.07126092165708542, -0.013927554711699486, -0.047164857387542725, 0.022042369470000267, 0.0786546990275383, -0.002499824156984687, -0.02847733534872532, 0.05297185108065605, -0.055330391973257065, 0.03847924992442131, 0.01678653433918953, -0.011692887172102928, 0.03805546090006828, -0.04286238178610802, 0.035421598702669144, -0.010935908183455467, -0.0011330381967127323, -0.050785310566425323, 0.014571010135114193, -0.04854421690106392, -0.003299230942502618, -0.0014277680311352015, 0.06634411960840225, -0.010944381356239319, -0.0590224452316761, -0.08835405111312866, -0.066163569688797, -0.05959225818514824, 0.023969847708940506, -0.0016699064290151, 0.012182977981865406, 0.08385604619979858, 0.007928658276796341, 0.02440616302192211, -0.029045648872852325, 0.0860414206981659, 0.11801083385944366, 0.029032010585069656, -0.02169414982199669, -0.020035715773701668, 0.059697870165109634, -0.04570385068655014, -8.60963360079334e-33, -0.07757862657308578, -0.008295995183289051, 0.02335781417787075, 0.0999540239572525, 0.04873184487223625, 0.03318656608462334, -0.07515136897563934, -0.04244096577167511, 0.057444676756858826, 0.042448047548532486, -0.06763363629579544, -0.02189936675131321, 0.07340432703495026, 0.013194022700190544, -0.024470308795571327, -0.03625103458762169, 0.058082062751054764, 0.027782069519162178, -0.04872974753379822, -0.01037569995969534, 0.0026186213362962008, 0.0855235680937767, -0.07728435844182968, -0.06153326481580734, -0.0008625554037280381, 0.017069455236196518, 0.02082725800573826, -0.08207996189594269, -0.10708441585302353, -0.0029801211785525084, 0.0016379469307139516, 0.017624346539378166, -0.09176445752382278, -0.0028993412852287292, 0.07540246099233627, 0.04426734894514084, -0.009842394851148129, -0.04054555296897888, 0.030371589586138725, 0.04145091399550438, -0.007039665710180998, 0.008832735940814018, 0.08820244669914246, 0.019980957731604576, -0.030777128413319588, -0.03671083226799965, 0.04627406597137451, 0.009675617329776287, -0.026609575375914574, 0.02070581167936325, -0.04448605701327324, -0.014995405450463295, 0.05581345036625862, 0.0019412527326494455, 0.08981665968894958, -0.0412992462515831, -0.009247069247066975, -0.02408393658697605, 0.028144823387265205, 0.022352756932377815, -0.08008643239736557, -0.05313846096396446, -0.019601725041866302, 0.012225138023495674, -0.005283633712679148, -0.002715317765250802, -0.14085091650485992, 0.10170377790927887, 0.06056179106235504, -0.0007796798017807305, 0.0006282117101363838, -0.10355553776025772, -0.10743321478366852, 0.024244504049420357, 0.0453585647046566, 0.02607753686606884, 0.0026983998250216246, -0.01625489629805088, 0.0692535936832428, -0.02456238865852356, -0.041687432676553726, -0.09287305921316147, -0.06045650690793991, -0.057521287351846695, -0.025379342958331108, 0.026461532339453697, -0.016523461788892746, 0.015419797040522099, 0.13070201873779297, -0.004734284244477749, 0.045194193720817566, -0.08609791845083237, 0.08288568258285522, -0.07218783348798752, 0.03923199698328972, -5.224984178653358e-08, -0.033399756997823715, -0.05481092631816864, -0.00914587639272213, 0.060228195041418076, -0.06614668667316437, -0.03326669707894325, -0.06978359818458557, -0.04045028239488602, -0.004790632054209709, 0.10433124750852585, 0.017730697989463806, 0.03312739357352257, -0.03796319290995598, -0.0528995506465435, 0.012013904750347137, 0.04011794552206993, -8.896810322767124e-05, -0.02656334452331066, -0.05579829961061478, -0.04254699498414993, 0.04235359653830528, -0.048496492207050323, -0.00812609028071165, 0.02199210412800312, 0.015360756777226925, -0.06324759870767593, 0.020502077415585518, 0.015099070966243744, -0.09497839212417603, 0.06727603077888489, 0.017672564834356308, 0.021185483783483505, -0.10662417113780975, -0.060994625091552734, 0.034747663885354996, 0.00903972890228033, -0.08494316041469574, 0.07730918377637863, 0.08056271076202393, 0.021495960652828217, 0.0261524748057127, 0.051959581673145294, 0.02404879778623581, 0.039315372705459595, -0.03207479789853096, 0.00838479958474636, 0.06156792864203453, 0.027348147705197334, 0.002244788920506835, -0.08141768723726273, 0.023683734238147736, 0.009246897883713245, 0.13758718967437744, -0.04395198076963425, 0.06836086511611938, -0.046695929020643234, -0.0022457337472587824, 0.08947037160396576, -0.04246879369020462, 0.001221704762428999, 0.019976822659373283, -0.011910757049918175, -0.019675204530358315, -0.04642115905880928]","[-0.3699069550953278, -0.9449906581444997]",0999120808,"""Is it better to be a bad man and accomplish great things, or be a great man and accomplish nothing?"" Quintus Sertorius has spent the first 20 years of his life training horses on his family farm, but this must end when his father dies and his village's political connections to Rome are severed. For the sake of his family, Quintus must leave his village for the Eternal City. If he succeeds, his people will be fed. If he fails, his people will starve. He begins his political career under the most influential men in Rome, but soon discovers that those in the Senate are less inclined to help him than he had hoped. His journey takes him from the corrupt and treacherous Forum to the deadly forests of Gaul, making powerful friends and enemies along the way. But it will take more than allies to succeed. He will have to decide what compromises he is willing to make, and what risks he is willing to take, if he is to secure a future for himself and his people."
